time_stamp,open,high,low,close,volume
2017-01-01 18:30:00+00:00,269.79998779296875,276.8999938964844,267.0,273.79998779296875,2622173
2017-01-02 18:30:00+00:00,275.20001220703125,277.70001220703125,272.04998779296875,273.95001220703125,2064823
2017-01-03 18:30:00+00:00,275.1499938964844,276.8999938964844,272.20001220703125,274.8999938964844,2741205
2017-01-04 18:30:00+00:00,276.29998779296875,288.8999938964844,275.5,287.5,5997054
2017-01-05 18:30:00+00:00,288.79998779296875,291.79998779296875,285.0,286.04998779296875,5651466
2017-01-08 18:30:00+00:00,286.3500061035156,289.0,282.6000061035156,284.70001220703125,2877279
2017-01-09 18:30:00+00:00,285.1000061035156,294.70001220703125,285.0,293.8999938964844,5779720
2017-01-10 18:30:00+00:00,295.8999938964844,299.75,294.5,295.6499938964844,3323800
2017-01-11 18:30:00+00:00,297.0,298.8500061035156,289.54998779296875,292.75,3420733
2017-01-12 18:30:00+00:00,294.5,295.1499938964844,290.54998779296875,294.04998779296875,1699998
2017-01-15 18:30:00+00:00,294.70001220703125,302.95001220703125,292.3999938964844,300.6499938964844,3614730
2017-01-16 18:30:00+00:00,302.45001220703125,302.45001220703125,292.6000061035156,294.8500061035156,2231245
2017-01-17 18:30:00+00:00,296.75,300.54998779296875,290.04998779296875,291.8999938964844,2613239
2017-01-18 18:30:00+00:00,292.1000061035156,297.5,292.0,295.3500061035156,2290542
2017-01-19 18:30:00+00:00,295.0,296.3500061035156,283.3999938964844,284.1499938964844,3279639
2017-01-22 18:30:00+00:00,285.1499938964844,289.3500061035156,284.1499938964844,286.25,2261781
2017-01-23 18:30:00+00:00,287.0,294.95001220703125,286.0,293.1499938964844,1945278
2017-01-24 18:30:00+00:00,295.25,306.1000061035156,294.45001220703125,304.6499938964844,4477090
2017-01-26 18:30:00+00:00,305.0,308.95001220703125,302.1000061035156,303.95001220703125,3386640
2017-01-29 18:30:00+00:00,303.75,305.8500061035156,301.3500061035156,302.6000061035156,2241418
2017-01-30 18:30:00+00:00,303.5,305.95001220703125,292.5,293.3500061035156,3859712
2017-01-31 18:30:00+00:00,295.54998779296875,306.0,293.6499938964844,304.6000061035156,3158512
2017-02-01 18:30:00+00:00,305.45001220703125,308.6000061035156,301.20001220703125,304.1499938964844,3018242
2017-02-02 18:30:00+00:00,304.54998779296875,311.25,301.70001220703125,303.54998779296875,3352462
2017-02-05 18:30:00+00:00,305.8500061035156,311.0,302.6000061035156,309.20001220703125,2426463
2017-02-06 18:30:00+00:00,309.29998779296875,310.3999938964844,301.25,303.6499938964844,1803476
2017-02-07 18:30:00+00:00,306.04998779296875,306.8999938964844,299.0,305.54998779296875,1581009
2017-02-08 18:30:00+00:00,306.5,308.1000061035156,300.8500061035156,304.79998779296875,2032244
2017-02-09 18:30:00+00:00,305.6000061035156,313.70001220703125,305.1000061035156,311.25,5313049
2017-02-12 18:30:00+00:00,313.20001220703125,314.79998779296875,304.6000061035156,309.54998779296875,2291161
2017-02-13 18:30:00+00:00,310.0,315.8999938964844,305.25,307.0,6996004
2017-02-14 18:30:00+00:00,308.1000061035156,313.5,297.0,299.95001220703125,4562477
2017-02-15 18:30:00+00:00,300.0,303.0,294.0,298.6000061035156,2837571
2017-02-16 18:30:00+00:00,300.1000061035156,302.5,295.79998779296875,297.25,2264046
2017-02-19 18:30:00+00:00,298.20001220703125,302.8999938964844,296.1000061035156,300.29998779296875,1690844
2017-02-20 18:30:00+00:00,300.5,305.3999938964844,298.29998779296875,304.1499938964844,2559043
2017-02-21 18:30:00+00:00,305.0,306.5,297.45001220703125,300.29998779296875,3507421
2017-02-22 18:30:00+00:00,300.3500061035156,303.3999938964844,295.79998779296875,297.25,6593433
2017-02-26 18:30:00+00:00,297.0,300.70001220703125,295.0,296.6499938964844,2116155
2017-02-27 18:30:00+00:00,297.6499938964844,303.3500061035156,296.79998779296875,301.75,2570349
2017-02-28 18:30:00+00:00,302.95001220703125,305.0,301.1499938964844,302.5,1892520
2017-03-01 18:30:00+00:00,303.75,305.70001220703125,292.0,293.8500061035156,2458242
2017-03-02 18:30:00+00:00,293.0,297.3999938964844,291.0,296.3500061035156,2871834
2017-03-05 18:30:00+00:00,297.8500061035156,304.8999938964844,296.45001220703125,303.1499938964844,1877927
2017-03-06 18:30:00+00:00,303.0,309.3999938964844,301.95001220703125,308.25,4069985
2017-03-07 18:30:00+00:00,308.25,309.0,300.8500061035156,306.5,2786117
2017-03-08 18:30:00+00:00,306.5,306.5,299.70001220703125,300.8999938964844,2564963
2017-03-09 18:30:00+00:00,302.45001220703125,306.0,297.04998779296875,298.79998779296875,2684711
2017-03-13 18:30:00+00:00,305.6499938964844,311.20001220703125,304.1000061035156,309.25,5102357
2017-03-14 18:30:00+00:00,308.0,313.79998779296875,308.0,310.29998779296875,4865596
2017-03-15 18:30:00+00:00,312.0,327.3500061035156,311.5,325.70001220703125,7051972
2017-03-16 18:30:00+00:00,326.79998779296875,328.8999938964844,321.29998779296875,325.3999938964844,6779619
2017-03-19 18:30:00+00:00,327.04998779296875,329.79998779296875,324.70001220703125,325.45001220703125,4103266
2017-03-20 18:30:00+00:00,325.0,327.29998779296875,320.04998779296875,325.75,2802311
2017-03-21 18:30:00+00:00,321.8999938964844,324.79998779296875,319.3500061035156,323.6499938964844,2518171
2017-03-22 18:30:00+00:00,324.0,327.0,322.1000061035156,325.6000061035156,3911142
2017-03-23 18:30:00+00:00,327.20001220703125,327.79998779296875,321.70001220703125,323.25,4636734
2017-03-26 18:30:00+00:00,322.6000061035156,324.0,317.6499938964844,319.29998779296875,2353739
2017-03-27 18:30:00+00:00,321.04998779296875,323.0,319.5,320.8500061035156,1760774
2017-03-28 18:30:00+00:00,321.1499938964844,322.0,316.79998779296875,321.0,4426029
