ticker,strategy_type_id,backtest_id,2017-2020,2017,2018,2019,2020,2017_Q1,2018_Q1,2019_Q1,2020_Q1,2017_Q2,2018_Q2,2019_Q2,2020_Q2,2017_Q3,2018_Q3,2019_Q3,2020_Q3,2017_Q4,2018_Q4,2019_Q4,2020_Q4,2017_M1,2018_M1,2019_M1,2020_M1,2017_M2,2018_M2,2019_M2,2020_M2,2017_M3,2018_M3,2019_M3,2020_M3,2017_M4,2018_M4,2019_M4,2020_M4,2017_M5,2018_M5,2019_M5,2020_M5,2017_M6,2018_M6,2019_M6,2020_M6,2017_M7,2018_M7,2019_M7,2020_M7,2017_M8,2018_M8,2019_M8,2020_M8,2017_M9,2018_M9,2019_M9,2020_M9,2017_M10,2018_M10,2019_M10,2020_M10,2017_M11,2018_M11,2019_M11,2020_M11,2017_M12,2018_M12,2019_M12,2020_M12
HINDUNILVR.NS,2,822,-35.8,-7.98,-1.27,-5.61,-25.14,0.8,4.92,-1.89,-14.49,-3.38,-3.02,-1.52,-6.32,-6.77,-1.01,-1.02,-0.2,1.34,-1.98,-1.3,-6.36,-0.21,3.42,0.0,-1.07,0.0,1.36,-1.89,1.34,1.01,0.08,0.0,-14.72,-0.77,-0.87,-1.29,0.79,-2.63,-2.17,2.46,-1.25,0.0,0.0,-2.63,-5.88,-4.85,0.0,-1.38,-0.89,0.0,-0.14,-0.56,-1.63,-2.02,-0.87,0.93,2.36,1.73,0.0,0.0,0.0,0.32,-3.17,-1.16,3.84,-0.7,1.23,-0.14,-9.82
HINDUNILVR.NS,2,823,-27.38,-10.83,-2.25,-0.75,-16.06,-0.6,1.18,1.9,-14.26,-1.16,-0.43,-0.22,2.71,-7.1,-0.43,4.82,-3.5,-2.31,-2.54,-6.88,-1.21,0.0,0.57,1.48,-4.82,0.0,0.0,0.42,0.55,-0.6,0.6,0.0,-10.41,2.72,-1.95,0.0,-0.66,-3.77,1.55,2.04,-0.25,0.0,0.0,-2.22,3.66,-4.84,-1.15,0.79,-4.67,0.0,0.61,-2.21,-0.6,-2.38,0.11,6.35,1.83,-3.62,-3.29,-2.76,0.35,2.44,-1.43,-2.25,8.34,-1.06,2.23,-2.03,-9.14
HINDUNILVR.NS,2,824,-71.14,-38.29,-28.55,21.25,-46.03,-16.01,20.0,6.87,-40.56,-33.03,-41.19,10.89,-13.94,-9.89,13.59,11.7,-5.16,21.76,-10.86,-8.41,11.26,-0.24,10.86,-0.11,-14.37,-6.16,5.95,7.85,-22.89,-10.28,2.16,-0.79,-9.98,9.19,-26.8,7.89,-15.59,-36.38,-13.34,-0.23,-4.1,-3.6,-7.29,3.01,6.31,-4.99,6.04,-1.99,-6.05,-0.76,12.02,-8.97,-4.94,-4.43,-4.38,25.2,6.2,15.58,6.89,-4.25,3.64,11.77,-25.23,6.31,15.43,-5.75,11.54,-10.01,-7.0
HINDUNILVR.NS,2,825,-53.1,-43.86,-24.29,56.71,-29.58,-16.68,15.73,15.15,-27.19,-34.2,-31.01,15.31,13.85,-13.19,28.22,35.22,-20.48,17.97,-26.05,-12.72,6.82,0.0,2.09,8.62,-7.96,-3.08,5.0,3.31,-20.79,-14.03,7.97,2.61,-0.13,0.57,-12.91,9.76,12.32,-34.88,-21.35,-4.45,1.01,0.47,0.73,9.95,0.35,-7.77,-2.32,10.15,-10.54,3.9,17.25,-0.27,-4.43,-9.41,11.95,23.09,-6.99,19.12,-4.83,-8.22,6.58,1.74,-26.57,11.29,10.21,-2.66,5.81,-14.54,-9.07
HINDUNILVR.NS,2,826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HINDUNILVR.NS,2,827,-15.05,-11.22,-17.07,16.03,-0.57,-1.85,-1.2,1.99,-4.71,-12.97,-10.17,6.21,8.6,-1.2,5.34,6.89,-1.7,5.2,-11.29,0.21,-2.26,2.0,0.0,-2.14,-2.43,0.0,0.0,4.23,-0.67,-3.78,-1.2,0.0,-1.68,-4.73,-8.35,0.0,16.6,-8.65,-0.49,2.02,-0.25,0.0,-1.51,4.11,-6.62,-4.84,-1.71,1.36,-1.7,0.0,8.51,0.05,0.0,3.83,-1.23,5.41,0.0,4.92,1.27,0.0,0.0,1.58,-12.15,0.21,3.4,-1.29,-0.29,0.0,-5.47
HINDUNILVR.NS,2,828,-28.48,-44.26,-24.35,112.42,-20.15,-12.62,17.46,39.26,-43.75,-34.26,-40.82,14.55,22.65,-5.66,28.95,21.43,-6.7,2.84,-15.6,9.65,24.06,0.89,11.55,17.51,-14.24,-3.7,0.42,9.39,-9.61,-10.06,4.85,8.33,-27.44,1.48,-26.34,9.92,15.86,-36.93,-13.71,2.87,10.6,2.72,-6.89,1.31,-4.29,-11.37,12.73,0.08,-0.68,-1.72,16.02,-4.9,-10.28,8.3,-1.41,27.6,4.71,11.64,12.82,-0.26,18.65,1.24,-28.93,9.84,4.56,-9.01,5.27,0.09,0.0
HINDUNILVR.NS,2,829,-55.83,-25.86,-16.84,19.61,-40.11,-11.86,14.79,10.93,-42.17,-27.58,-21.81,17.45,11.92,-10.81,14.01,16.4,-13.57,30.23,-18.73,-21.12,7.07,0.76,1.92,10.09,-14.37,-0.15,7.55,-0.89,-21.15,-12.4,4.72,1.67,-14.35,6.0,-12.91,6.43,14.14,-33.79,-12.22,-0.9,7.76,3.19,2.29,11.35,-9.01,-8.0,-3.24,9.04,-10.33,1.74,15.09,-0.76,-3.49,-4.71,2.38,7.57,-0.13,17.42,-7.26,-9.05,-2.73,11.94,-20.97,-1.74,10.07,-0.92,10.88,-11.74,0.0
HINDUNILVR.NS,2,830,-34.13,-45.19,-23.14,10.88,41.05,-3.46,6.38,7.13,4.17,-31.27,-28.01,5.1,21.55,-8.4,2.52,-2.93,8.81,-9.83,-2.11,1.45,2.38,0.0,7.76,0.0,-5.11,-0.75,-1.29,6.3,11.5,-2.73,0.0,0.79,-1.54,-3.63,-19.26,0.0,20.1,-29.01,-3.43,2.07,1.21,0.46,-7.68,2.97,0.0,-7.23,4.92,12.04,11.89,-5.55,0.0,-4.96,-5.35,4.54,-2.3,-8.85,2.74,0.0,7.7,0.0,0.0,0.0,-9.24,0.0,2.38,-9.83,0.15,1.45,0.0
HINDUNILVR.NS,2,831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HINDUNILVR.NS,2,832,-48.77,-23.64,2.51,16.35,-43.75,8.76,22.8,17.05,-38.67,-28.65,-13.2,7.13,-14.2,-2.37,0.59,8.3,7.28,0.8,-4.4,-14.33,-0.36,5.11,8.97,6.45,-10.68,-0.22,8.16,4.97,-4.5,3.69,4.19,4.76,-28.1,6.17,-12.19,1.41,-8.47,-28.78,-4.4,11.42,-2.12,-5.63,3.4,-5.19,-4.23,-5.28,3.86,17.42,2.01,11.35,-7.2,-3.09,-0.58,-7.43,4.36,-4.83,5.78,-3.35,-2.7,-9.91,0.05,1.91,-8.71,-1.0,4.35,2.33,7.63,-3.93,-4.55
HINDUNILVR.NS,2,833,-40.11,-20.45,-8.62,31.4,-37.3,-0.45,15.25,20.41,-27.02,-23.87,-10.07,5.37,2.81,-4.2,7.77,22.25,-9.35,9.56,-18.19,-15.29,-7.81,1.05,3.65,8.01,-9.13,-1.23,5.65,3.38,-15.34,-0.25,5.24,7.84,-5.14,8.99,-13.39,1.3,-5.16,-29.25,0.86,3.7,3.33,-1.28,2.95,0.31,4.91,-7.72,-0.27,12.16,-1.3,8.95,4.75,-3.6,-3.75,-4.71,3.16,13.07,-4.58,0.96,-14.61,-3.6,-7.47,11.34,-13.82,-3.63,7.05,-2.53,11.17,-8.82,-6.93
HINDUNILVR.NS,2,834,-52.13,-12.25,-32.86,8.1,-24.84,-2.58,-1.49,9.59,-31.9,-9.38,-14.96,-0.19,3.63,1.73,-1.58,1.5,5.82,-2.29,-18.57,-2.64,0.65,0.0,0.62,0.0,-4.5,-0.75,2.8,6.79,-8.21,-1.84,-4.76,2.62,-22.31,0.12,-9.49,-3.5,7.28,-8.96,-6.14,1.02,-2.5,-0.57,0.11,2.39,-0.93,-3.68,-2.87,-1.46,2.91,1.49,0.0,-6.64,-1.36,4.06,1.33,10.34,4.24,5.32,0.89,0.0,0.0,0.86,-15.63,-1.63,4.2,-8.02,-4.34,-1.03,-3.4
HINDUNILVR.NS,2,835,-38.84,-37.21,-17.12,15.52,1.75,-3.54,3.35,2.98,-5.87,-20.83,-14.4,0.69,15.83,-12.05,-3.57,14.09,1.95,-6.52,-2.86,-2.36,-8.47,0.0,2.16,0.0,0.17,0.0,1.17,2.95,-1.98,-3.54,0.0,0.03,-4.12,-3.87,-14.76,0.0,9.83,-17.64,0.42,-0.42,5.46,0.0,0.0,1.11,0.0,-6.55,-3.74,1.03,0.38,-3.03,0.0,-3.23,-0.94,-2.94,0.18,16.7,2.53,0.0,4.45,0.0,0.0,0.31,-9.66,0.0,0.0,-6.81,2.94,-2.36,-8.47
HINDUNILVR.NS,2,836,-27.83,-13.35,-16.24,77.32,-43.92,5.73,20.79,26.39,-43.42,-26.79,-30.35,20.05,-15.6,4.81,29.46,15.31,3.18,6.8,-23.09,1.35,13.81,9.92,18.2,15.1,-17.0,-5.92,3.45,3.39,-11.53,2.25,-1.22,6.21,-22.95,5.4,-23.72,10.0,-8.25,-30.82,-4.99,9.43,-3.3,0.4,-3.9,-0.27,-4.87,-7.4,17.31,12.39,8.21,4.3,6.76,-4.33,-5.94,8.53,3.37,7.24,1.37,4.52,-5.03,0.65,8.29,5.49,-24.6,3.27,9.48,-3.14,7.41,-2.49,-4.0
HINDUNILVR.NS,2,837,-55.23,-32.41,7.25,7.53,-42.55,-0.67,17.11,16.13,-30.31,-22.49,-5.18,6.24,-0.98,-14.89,14.94,3.6,-9.1,3.14,-15.96,-15.87,-8.41,1.87,6.04,11.46,-13.03,1.34,3.5,-3.62,-12.67,-3.79,6.71,8.1,-8.25,9.38,-14.27,3.1,3.1,-26.29,3.42,4.77,2.44,-3.86,6.94,-1.65,-6.25,-12.5,4.81,13.79,-5.31,5.64,10.95,-7.93,-2.63,-7.92,-1.17,-1.12,-1.41,-0.31,-11.55,-5.55,-10.96,3.12,-14.87,-0.2,5.09,0.33,11.61,-10.75,-2.12
HINDUNILVR.NS,2,838,-68.18,-23.9,-27.64,4.21,-44.54,-4.1,-1.59,11.44,-27.59,-19.75,-20.81,-1.7,-15.68,-0.43,4.54,-6.02,-8.4,-0.69,-11.18,1.23,-0.83,0.78,0.68,4.54,-9.17,-3.25,-1.66,6.6,-1.04,-1.65,-0.6,0.0,-19.44,-7.66,-5.95,0.0,0.0,-13.95,-12.32,-1.7,-3.22,1.0,-3.97,-0.0,-12.88,-1.72,-6.12,8.6,-2.23,-1.06,6.6,-6.58,-8.7,2.4,4.46,-7.37,2.61,2.36,4.74,0.0,0.0,5.95,-11.27,-0.22,-0.83,-8.44,-4.43,1.45,0.0
HINDUNILVR.NS,2,839,-29.25,-19.69,-16.34,11.94,-5.92,-4.99,3.97,7.19,-14.68,-10.26,-0.83,6.79,4.89,-6.95,-11.07,2.77,-4.44,1.22,-8.76,-4.85,10.0,0.0,2.16,1.66,-5.24,0.0,1.17,5.42,0.3,-4.99,0.6,0.03,-10.23,-0.08,-4.37,0.0,18.08,-12.13,2.01,4.37,-3.39,2.21,1.65,2.32,-8.05,-6.55,-2.23,0.0,-0.46,1.73,-0.37,-1.81,-3.04,-2.12,-8.71,4.67,-0.98,4.6,-4.05,0.0,0.0,0.31,-8.95,-3.11,10.0,-3.53,4.43,-1.8,0.0
HINDUNILVR.NS,2,840,-36.96,-71.79,-29.91,85.14,72.25,-26.41,26.75,61.44,-11.09,-44.97,-55.42,27.07,131.23,-28.77,25.44,-16.16,-31.6,-2.22,-1.11,7.66,22.5,0.0,10.62,28.67,-19.85,-4.57,3.84,14.59,-8.52,-22.88,10.35,9.49,21.26,-7.78,-27.9,17.66,78.04,-39.09,-25.1,0.15,44.74,-2.03,-17.45,7.84,-10.27,-15.28,-0.41,-3.21,-7.53,-13.01,61.96,-11.27,-10.24,-3.34,-22.23,-2.38,-17.59,16.3,27.97,-13.02,14.92,-3.27,-29.49,21.13,6.6,-13.08,9.59,2.18,0.0
HDFC.NS,1,841,314.37,39.86,41.29,63.59,28.19,-18.18,-5.54,12.21,-21.23,0.6,21.38,-1.39,42.8,40.6,6.53,69.88,12.14,20.85,15.67,-12.97,1.61,-15.92,-18.98,0.2,-2.41,0.62,2.17,6.58,-10.77,-3.29,14.12,5.07,-9.53,-7.39,6.66,-2.51,52.1,8.5,14.2,-2.98,-14.96,0.11,-0.34,4.26,10.4,34.76,4.97,16.59,11.9,-0.11,0.05,8.04,12.27,4.45,1.43,34.87,-10.73,5.31,15.02,-15.46,12.05,10.66,-7.95,1.45,-11.05,3.7,9.26,1.47,1.95
HDFC.NS,1,842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDFC.NS,1,843,877.87,63.85,24.94,97.47,141.9,0.62,-14.97,12.91,1.53,-4.12,18.78,7.68,84.6,40.86,5.6,65.78,26.88,20.57,17.13,-2.03,1.72,-6.23,-16.84,8.29,-2.09,3.19,-1.03,-0.71,-1.98,3.98,3.32,5.01,5.79,-3.23,10.38,-0.97,44.18,3.25,4.38,10.71,15.56,-4.04,3.1,-1.78,10.8,31.92,5.25,7.79,32.63,4.69,5.17,12.1,10.11,1.99,-4.6,37.21,-13.11,6.02,19.31,-4.63,4.46,9.26,-11.75,5.52,3.56,4.09,11.24,-2.65,-5.97
HDFC.NS,1,844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDFC.NS,1,845,277.65,20.76,24.87,57.74,58.77,-27.16,-4.09,16.55,-23.03,8.95,18.54,7.96,49.69,17.36,3.73,57.79,27.48,29.64,5.88,-20.55,8.1,-21.13,-14.5,1.91,-4.34,2.84,1.65,8.84,-7.7,-10.19,10.36,5.07,-12.82,1.38,6.66,-0.73,47.03,6.47,13.25,3.41,-5.9,0.94,-1.86,5.17,8.19,11.4,3.4,7.03,30.02,0.86,4.46,8.79,12.27,4.45,-3.95,35.51,-12.67,5.31,13.2,-15.46,11.98,20.53,-14.39,-4.51,-3.47,2.13,9.26,-1.58,0.0
HDFC.NS,1,846,55.33,0.41,14.21,44.25,-6.1,-5.02,5.34,4.55,-29.02,-4.01,1.23,6.41,8.8,2.97,2.48,29.87,17.82,6.95,4.5,-0.15,3.21,-10.42,-4.22,6.62,-0.25,1.75,4.99,0.0,7.01,4.21,4.76,-1.94,-33.51,-2.23,4.59,3.79,0.0,-1.82,-2.36,-2.42,9.82,0.0,-0.87,5.07,-0.92,6.27,4.98,5.46,-0.09,0.0,1.71,4.12,13.45,-3.11,-4.03,18.27,3.95,1.96,0.0,-3.74,-2.29,1.89,-0.57,1.48,4.74,2.94,5.1,2.22,0.85
HDFC.NS,1,847,1031.91,63.64,10.76,167.12,133.79,-7.12,-9.93,26.19,-24.25,4.33,20.85,23.89,121.16,43.16,-5.34,69.05,44.28,17.96,7.5,1.08,-3.28,-11.5,-22.67,7.82,-5.86,2.88,7.2,7.81,-6.02,2.01,8.65,8.56,-14.37,-2.17,10.11,7.77,52.48,10.32,4.69,10.23,21.75,-3.34,4.84,4.29,19.13,36.8,4.59,13.23,33.66,1.82,-1.33,11.79,9.56,2.77,-8.27,33.56,-1.47,8.89,8.57,-1.43,6.37,7.02,-10.68,4.58,-8.41,1.22,10.85,-1.95,-0.73
HDFC.NS,1,848,-10.0,-10.11,-8.08,11.65,-2.44,-16.64,0.95,12.38,-34.08,-9.62,-1.71,1.17,41.51,12.27,-9.27,3.55,16.94,6.28,2.11,-5.17,-10.56,-18.39,-13.88,4.79,2.18,1.27,5.73,2.15,1.69,0.86,10.85,4.98,-36.56,-4.97,-0.89,1.94,13.28,-4.9,2.17,-7.35,21.3,0.0,-2.93,7.12,2.97,5.75,3.46,0.13,0.0,0.0,3.0,0.0,9.31,6.16,-14.86,3.42,6.98,-0.13,-1.19,-3.44,-6.63,3.76,-3.64,-0.3,0.0,2.56,7.24,-1.5,-4.22
HDFC.NS,1,849,677.79,66.42,27.25,83.23,100.45,-20.62,13.95,15.52,-32.27,-6.33,18.23,17.49,137.45,59.1,1.23,55.53,14.88,40.68,-6.7,-13.21,8.5,-17.79,-3.95,4.74,-6.28,3.85,6.55,6.55,-8.05,-7.02,11.35,3.52,-21.41,-5.87,6.54,9.39,65.54,2.0,9.47,4.9,18.44,-2.44,1.37,2.39,21.11,43.96,0.69,7.94,18.54,5.03,6.28,6.68,5.44,5.22,-5.41,35.07,-8.09,7.71,0.9,-7.35,19.24,23.86,-17.86,-5.46,-1.55,5.44,12.58,-0.91,-7.57
HDFC.NS,1,850,-44.07,-33.09,-16.77,9.34,-8.15,-31.33,8.95,-5.3,-41.13,-4.47,-1.96,7.01,22.2,-2.72,-10.2,33.21,23.83,4.84,-13.23,-19.01,3.1,-24.11,-1.08,0.24,-6.5,-3.07,5.14,0.0,-2.63,-6.64,4.76,-5.53,-35.33,-1.74,3.94,9.26,0.0,-2.78,3.44,-7.61,30.59,0.0,-8.82,6.01,-6.43,1.86,4.98,8.18,5.42,0.0,-3.12,4.12,13.0,-4.5,-11.7,18.27,3.95,-1.61,0.0,-9.42,-3.54,2.53,-17.93,-13.27,6.88,3.93,5.72,3.09,0.0
HDFC.NS,1,851,453.73,52.91,-5.59,118.79,75.31,-9.73,-10.32,14.65,-23.29,2.39,11.25,22.33,96.7,31.32,-6.19,62.57,25.18,25.98,0.88,-4.04,-7.19,-13.0,-26.29,10.43,-1.96,1.46,6.53,2.43,1.79,2.27,14.21,1.36,-23.13,-5.26,6.31,10.97,38.68,13.25,5.2,4.09,25.59,-4.57,-0.52,5.91,12.94,22.68,2.79,13.12,10.34,1.89,-3.64,7.61,10.43,5.06,-5.3,33.56,2.73,8.97,6.72,1.73,2.85,10.63,-12.68,-1.63,-14.14,4.51,8.25,-4.11,5.09
HDFC.NS,1,852,-16.34,-2.71,-16.86,23.16,-16.02,-18.89,-10.83,11.26,-40.1,0.15,6.0,-4.84,17.32,16.65,-12.81,14.72,29.38,2.67,0.87,1.4,-7.63,-12.22,-18.3,8.9,0.0,-0.18,1.92,0.0,9.17,-7.43,7.09,2.17,-45.13,3.77,2.71,1.63,14.47,-3.49,3.43,-6.37,0.6,0.0,-0.22,0.0,1.88,7.96,-3.99,-2.49,4.43,2.22,3.39,13.76,2.09,5.71,-12.16,3.42,21.36,2.67,0.0,-1.93,-5.63,0.0,-4.03,5.06,2.55,0.0,5.1,-1.59,-4.56
HDFC.NS,1,853,150.23,37.27,-2.48,84.29,1.43,-21.4,7.42,10.59,-44.08,-10.17,20.23,18.79,81.51,48.36,-4.38,62.69,2.31,31.05,-21.03,-13.77,-2.33,-15.77,-13.05,5.45,-8.68,5.22,10.94,4.03,-7.51,-11.31,11.35,0.81,-33.79,-6.12,6.09,10.48,19.65,0.75,12.82,0.35,29.03,-5.03,0.45,7.15,17.57,35.1,-1.53,18.49,15.14,1.79,3.45,2.06,-0.08,7.88,-6.13,34.53,-11.08,12.47,-4.12,-5.51,7.91,8.95,-22.45,-1.74,-9.49,6.95,6.21,-7.13,0.0
HDFC.NS,1,854,-38.7,-15.75,-8.57,-5.54,-15.75,-14.68,-7.06,-5.48,-41.54,-5.06,1.62,3.97,18.24,6.01,-8.43,15.59,28.08,-1.9,5.72,-16.85,-4.84,-11.1,-14.43,2.08,3.26,1.64,1.95,0.0,0.29,-5.58,6.54,-7.4,-43.55,1.8,2.69,7.16,0.0,-4.44,9.59,-8.47,18.89,-2.4,-9.71,6.01,-0.55,5.67,-3.18,11.02,5.42,0.17,1.07,4.12,10.88,0.16,-6.42,0.0,9.57,-4.43,0.0,-10.81,-6.6,0.0,0.0,-4.56,1.88,2.65,5.72,-2.31,0.0
HDFC.NS,1,855,376.33,50.72,-5.19,93.17,72.57,-10.96,-5.94,14.86,-23.43,2.36,6.66,29.07,85.88,30.72,-7.61,50.84,29.33,26.5,2.3,-13.61,-6.26,-13.0,-23.29,10.43,0.54,2.63,7.35,2.62,-0.92,-0.27,14.21,1.36,-23.13,-3.65,2.77,10.71,42.56,11.32,7.99,10.7,25.59,-4.57,-3.89,5.32,3.82,22.01,2.79,4.96,16.79,1.89,-2.17,7.61,14.16,5.15,-8.13,33.56,-3.0,8.97,14.34,-1.32,5.72,10.63,-18.88,-2.87,-11.33,4.93,10.29,-9.88,0.0
HDFC.NS,1,856,-24.86,10.49,-21.29,25.55,-31.18,1.46,-16.12,8.45,-36.81,-7.12,6.53,-2.74,1.79,9.93,-6.12,21.43,8.65,6.65,-6.17,-1.98,-1.52,0.0,-19.09,10.27,0.0,0.0,0.0,-1.65,10.14,1.46,3.68,0.0,-42.63,0.4,2.71,0.95,0.0,-1.67,2.1,-3.65,1.79,-5.92,1.57,0.0,0.0,4.89,1.5,9.04,0.55,2.45,2.39,11.36,0.0,2.29,-9.68,0.0,8.05,6.65,0.0,-1.72,1.15,0.0,-6.17,0.78,-3.18,0.0,0.0,-1.03,0.57
HDFC.NS,1,857,142.49,47.85,-12.93,73.9,8.32,-5.71,1.48,6.27,-52.83,-3.53,12.82,30.4,71.06,20.05,-12.26,54.29,31.26,35.39,-13.33,-18.67,2.26,0.0,-12.58,5.34,-4.52,0.48,4.23,-2.39,-7.51,-6.15,11.37,3.36,-46.58,-7.21,2.85,5.3,36.31,4.65,11.98,18.62,23.18,-0.65,-2.04,4.4,1.88,10.15,-8.72,16.39,24.75,2.71,5.04,5.69,13.88,6.12,-8.49,25.43,-7.6,12.38,0.15,-4.72,12.29,12.65,-24.18,-0.26,-8.11,6.95,14.14,-14.41,-0.89
HDFC.NS,1,858,12.7,6.6,2.6,20.6,-14.56,-3.15,-5.63,8.3,-38.65,-6.92,8.73,-3.57,14.3,12.28,3.69,15.62,21.46,5.32,-3.56,-0.12,0.31,0.0,-5.63,5.34,0.0,0.0,0.0,1.46,5.65,-3.15,0.0,1.33,-41.92,1.19,1.89,1.09,0.0,-3.53,9.64,-4.61,14.3,-4.65,-2.67,0.0,0.0,8.43,9.2,7.54,4.58,2.26,4.47,7.51,5.99,1.26,-9.11,0.0,9.57,-0.63,0.0,0.0,-9.37,5.98,-4.76,0.37,10.69,0.0,1.26,-0.49,0.0
HDFC.NS,1,859,200.18,37.61,-14.74,69.54,50.91,0.27,-10.29,4.46,-31.47,-4.05,9.77,25.6,76.44,14.21,-10.99,41.51,34.81,25.23,-2.73,-8.69,-7.43,0.0,-22.02,11.7,4.39,0.06,7.3,-5.32,-7.27,0.21,7.22,-1.22,-29.2,-3.65,1.22,9.48,42.45,4.1,13.35,8.66,25.59,-4.33,-4.33,5.59,-1.37,7.73,-1.25,3.07,20.91,0.3,-1.89,-0.58,15.98,5.69,-8.13,38.09,-3.86,9.71,6.42,3.6,6.04,8.78,-19.23,-0.92,-12.71,4.93,13.16,-11.04,0.0
HDFC.NS,1,860,-47.86,-13.36,-25.65,16.31,-30.41,-19.25,-4.54,10.11,-42.67,-1.87,7.54,-2.81,21.3,5.3,-17.34,25.66,13.33,3.84,-12.38,-13.51,-11.7,0.0,-7.93,2.61,0.0,0.0,0.0,7.3,-0.66,-19.25,3.68,0.0,-42.29,4.5,-1.01,4.91,0.0,-1.68,12.46,-7.36,21.3,-4.49,-3.4,0.0,0.0,0.47,6.56,12.84,3.64,2.45,-2.55,11.36,0.0,2.29,-20.4,0.0,9.35,3.84,0.0,-6.03,-10.57,0.0,-12.38,-6.15,-1.26,0.0,0.0,-1.94,0.0
HDFC.NS,2,861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDFC.NS,2,862,438.24,10.76,83.49,92.65,37.46,-12.12,26.85,13.42,-29.42,-7.24,9.86,-9.58,60.44,21.69,-3.7,102.45,18.92,11.65,36.73,-7.22,2.09,-14.97,0.66,5.4,1.64,6.3,1.51,6.63,-0.93,-2.77,24.14,0.93,-29.91,-9.21,3.78,-1.96,52.37,3.91,5.25,-3.43,-12.23,-1.67,0.58,-4.49,19.96,13.14,4.37,20.69,15.16,2.85,0.1,23.95,4.73,4.58,-7.83,35.33,-1.4,1.85,19.36,-6.96,2.97,12.42,-4.4,4.99,-3.04,-2.48,19.82,-5.01,2.24
HDFC.NS,2,863,658.04,65.18,44.64,74.12,82.22,-14.59,6.42,14.59,-27.95,-6.67,17.56,5.77,112.84,58.1,7.44,52.1,11.73,31.07,7.6,-5.55,6.34,-17.79,-10.27,3.64,-4.39,3.9,6.51,6.81,-8.05,-0.01,11.35,3.52,-18.04,-7.54,6.54,6.38,65.54,5.07,7.21,-2.04,7.04,-3.93,2.93,1.5,20.12,43.06,2.23,12.76,12.79,5.03,1.8,5.11,5.44,5.22,3.25,28.33,-6.05,7.71,8.22,-7.35,16.3,15.81,-11.68,2.5,-9.03,5.08,12.58,-0.55,0.51
