ticker,strategy_type_id,backtest_id,2017-2020,2017,2018,2019,2020,2017_Q1,2018_Q1,2019_Q1,2020_Q1,2017_Q2,2018_Q2,2019_Q2,2020_Q2,2017_Q3,2018_Q3,2019_Q3,2020_Q3,2017_Q4,2018_Q4,2019_Q4,2020_Q4,2017_M1,2018_M1,2019_M1,2020_M1,2017_M2,2018_M2,2019_M2,2020_M2,2017_M3,2018_M3,2019_M3,2020_M3,2017_M4,2018_M4,2019_M4,2020_M4,2017_M5,2018_M5,2019_M5,2020_M5,2017_M6,2018_M6,2019_M6,2020_M6,2017_M7,2018_M7,2019_M7,2020_M7,2017_M8,2018_M8,2019_M8,2020_M8,2017_M9,2018_M9,2019_M9,2020_M9,2017_M10,2018_M10,2019_M10,2020_M10,2017_M11,2018_M11,2019_M11,2020_M11,2017_M12,2018_M12,2019_M12,2020_M12
ADANIPORTS.NS,1,1,14.38,16.39,-11.32,16.0,-4.47,22.5,4.49,-1.44,-22.88,14.38,-17.75,-7.19,9.65,11.07,-2.09,21.59,13.72,-25.21,5.38,4.29,-0.65,10.12,-1.95,-13.27,-7.53,9.3,21.01,30.94,-3.57,1.77,-11.93,-13.21,-13.52,14.37,-12.13,-3.37,-2.38,-7.09,-5.72,2.06,0.31,7.64,-0.71,-5.89,11.97,-13.66,1.56,-2.85,-5.69,19.17,6.7,1.15,-8.59,7.95,-9.64,23.73,31.91,-15.88,11.46,0.53,13.46,-6.58,-19.48,-4.95,-11.86,-4.82,17.42,9.15,-0.65
ADANIPORTS.NS,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADANIPORTS.NS,1,3,-16.22,14.57,-10.43,114.66,-61.97,23.56,-21.8,31.62,-46.66,3.7,-1.6,-0.47,0.09,11.27,20.6,41.96,3.09,-19.64,-3.48,15.42,-30.9,8.13,-20.43,-15.56,-6.16,17.11,11.04,69.25,5.32,-2.42,-11.5,-7.9,-46.03,12.78,-12.33,6.03,5.79,-5.13,-0.75,-3.52,-14.92,-3.08,13.09,-2.71,11.2,-14.6,10.94,-1.04,-4.17,16.62,9.87,10.21,-13.55,11.73,-1.06,30.16,24.44,-14.7,5.91,4.77,4.95,-11.84,-18.99,2.71,-26.27,6.86,12.49,7.27,-10.7
ADANIPORTS.NS,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADANIPORTS.NS,1,5,32.68,8.77,-9.18,45.68,-7.8,18.9,4.88,9.36,-27.55,23.7,-7.32,19.3,10.06,3.83,4.37,5.15,19.02,-28.77,-10.48,6.18,-2.85,12.86,-1.14,-13.72,-7.23,15.85,15.71,55.32,-6.14,-9.07,-8.32,-18.4,-16.8,23.16,-9.75,6.25,0.73,-1.05,2.95,8.08,-0.77,1.51,-0.24,3.88,10.12,-14.07,7.78,-5.37,-1.1,6.46,7.17,-11.26,-10.61,13.49,-9.64,25.22,34.64,-12.13,1.12,-2.07,17.69,-9.53,-25.49,-7.29,-17.45,-10.4,18.82,16.96,0.0
ADANIPORTS.NS,1,6,-32.32,3.28,-8.16,1.15,-29.46,2.94,6.77,14.25,-31.66,0.4,-4.66,-9.18,-10.73,8.01,-10.16,-5.7,19.4,-7.49,0.43,3.38,-3.15,0.0,6.2,6.19,-5.11,-1.03,4.29,5.46,-3.21,4.02,-3.6,2.02,-25.59,5.18,-1.8,0.13,-2.36,-6.49,-3.9,-10.76,-6.66,2.08,1.03,1.63,-2.05,-6.24,-3.11,-3.19,7.84,4.37,-2.9,-2.71,-9.22,10.38,-4.52,0.12,21.96,-4.93,0.0,0.0,8.12,-3.53,-5.82,2.42,-10.43,0.86,6.63,0.94,0.0
ADANIPORTS.NS,1,7,-14.56,35.32,-25.83,146.18,-65.42,13.99,-16.11,60.93,-52.67,5.19,-7.04,-0.47,-20.02,28.2,6.23,24.33,15.45,-11.97,-10.47,23.61,-20.87,7.89,-9.84,-0.73,-3.35,12.78,6.94,59.13,0.42,-6.32,-12.99,1.87,-51.24,4.0,-12.65,-2.55,0.39,1.43,2.91,2.77,-21.39,-0.28,3.41,-0.61,1.35,-13.06,4.25,-0.63,1.94,29.01,8.43,9.1,-18.32,14.3,-6.02,14.68,38.67,-12.92,-1.78,13.23,14.21,-5.26,-18.96,-0.98,-22.02,6.7,12.49,10.25,-11.15
ADANIPORTS.NS,1,8,-61.08,5.44,4.43,53.49,-76.97,-6.25,0.52,31.17,-62.27,5.23,-0.55,5.23,-21.07,12.52,0.85,5.3,8.18,-5.01,3.59,5.61,-28.52,-1.08,4.7,20.75,-5.79,-1.28,-2.82,8.62,-7.66,-4.0,-1.2,0.0,-56.64,4.99,1.24,8.32,-9.53,4.76,-1.43,-11.89,-12.76,-4.32,-0.35,10.26,0.0,-5.67,9.67,-2.53,1.16,-0.2,2.9,0.0,0.0,19.52,-10.64,8.03,6.94,4.98,5.75,0.0,0.0,-4.67,-8.25,2.74,-28.52,-5.08,6.77,2.79,0.0
ADANIPORTS.NS,1,9,-54.39,6.53,-23.13,67.4,-66.73,5.91,-0.99,85.15,-45.13,5.27,-9.47,-10.93,-13.8,10.28,11.54,12.36,2.82,-13.35,-23.12,-9.65,-31.58,11.1,4.24,25.66,-5.98,15.91,9.32,60.92,-12.38,-17.75,-13.12,-8.44,-33.39,8.02,-13.39,3.29,2.82,-0.66,5.68,-15.81,-10.81,-1.9,-1.08,2.42,-6.01,-15.97,20.7,-1.82,-6.72,17.06,5.0,-1.26,-17.81,12.11,-11.98,15.9,34.11,-8.66,-4.51,-8.93,11.13,-1.19,-32.02,-9.09,-27.35,-3.99,18.45,9.12,-15.26
ADANIPORTS.NS,1,10,33.99,74.11,15.89,40.74,-52.82,19.52,14.03,18.84,-35.95,12.05,19.15,2.86,-32.1,24.55,-13.34,5.21,17.72,4.38,-1.58,9.44,-7.84,0.0,16.2,16.24,13.71,8.98,-0.86,6.9,-12.46,9.67,-1.02,-4.36,-35.65,9.35,8.45,5.31,-3.53,4.2,3.09,-2.73,-27.67,-1.67,6.57,0.41,-2.7,-8.33,8.88,-1.98,11.2,7.96,-1.48,2.51,-9.59,25.85,-19.21,4.7,17.08,4.04,0.0,0.0,8.12,-4.71,-7.7,3.8,-14.76,5.29,6.63,5.43,0.0
ADANIPORTS.NS,1,11,-14.93,47.9,-22.49,164.28,-71.92,6.68,-11.21,53.24,-53.08,28.22,1.16,42.45,-25.92,15.39,4.22,12.8,2.73,-6.3,-17.2,7.34,-21.36,-4.09,-12.21,0.75,-8.72,12.78,12.14,48.26,5.4,-1.38,-9.8,2.59,-51.23,25.31,-11.36,-5.62,-7.94,-0.39,6.92,39.82,-21.98,2.73,6.73,7.95,3.15,-16.82,2.2,-3.06,4.28,26.63,9.88,1.46,-17.72,9.55,-7.18,14.68,19.73,-11.92,-2.71,5.51,5.51,-3.12,-21.47,-1.83,-15.7,9.81,8.37,3.63,-11.59
ADANIPORTS.NS,1,12,-75.28,43.3,-38.69,21.08,-76.76,-2.02,-3.74,4.39,-58.53,21.79,-9.47,-3.18,-4.64,14.94,-20.61,16.54,-5.82,4.48,-11.39,2.79,-37.61,0.78,2.17,4.39,-9.34,0.0,-3.84,0.0,-7.57,-2.78,-2.02,0.0,-50.51,20.69,-5.29,0.0,0.0,0.91,-3.65,-5.96,-4.64,0.0,-0.79,2.95,0.0,-8.23,2.22,-6.28,-11.92,5.86,1.43,9.45,-13.06,18.32,-23.43,13.61,23.0,-0.62,0.0,0.42,0.0,-0.2,-14.14,2.36,-27.27,5.35,3.2,0.0,-14.21
ADANIPORTS.NS,1,13,-63.68,18.1,-35.56,84.78,-74.17,4.99,-15.58,50.22,-48.82,6.88,-10.57,3.12,-32.83,7.29,6.89,17.3,2.12,-1.9,-20.14,1.7,-26.44,-3.28,-0.6,16.25,1.74,13.13,8.98,39.07,-8.87,-4.06,-22.07,-7.08,-44.8,17.86,-14.8,4.73,2.82,-4.5,6.29,-9.23,-33.52,-5.04,-1.25,8.47,-1.73,-18.15,18.17,-3.8,-1.77,11.24,10.29,-1.76,-15.9,17.84,-17.98,24.11,23.61,-5.99,-1.36,1.25,15.48,0.61,-31.26,-8.03,-27.6,3.72,17.78,9.21,-12.01
ADANIPORTS.NS,1,14,-41.48,57.31,17.06,15.56,-72.5,-5.53,0.92,4.43,-43.83,22.89,8.31,13.98,-24.56,21.07,0.22,-5.28,6.6,11.92,6.86,2.49,-39.12,0.0,5.37,4.43,0.92,0.0,5.47,0.0,-7.95,-5.53,-9.18,0.0,-39.53,11.56,-1.92,4.76,0.0,10.15,10.43,7.18,-21.25,0.0,0.0,1.5,-4.21,-12.28,18.9,-7.27,10.25,13.29,0.0,4.33,-17.71,21.83,-15.71,-2.09,17.49,6.81,0.0,0.0,0.0,0.74,3.11,2.49,-23.41,4.02,3.64,0.0,-20.51
ADANIPORTS.NS,1,15,-3.31,68.75,-27.02,232.12,-76.36,18.36,-15.38,53.89,-59.26,22.21,6.32,81.27,-32.16,28.12,6.2,15.38,7.5,-8.95,-23.61,3.19,-20.43,-1.62,-15.11,1.8,-9.9,22.78,7.28,58.26,-4.92,-2.01,-7.08,-4.47,-52.44,29.9,-13.4,-3.66,-8.04,1.79,15.03,68.18,-25.83,-7.57,6.73,11.87,-0.54,-18.78,8.09,-8.36,2.55,37.37,9.51,5.52,-13.2,14.83,-10.28,19.33,20.78,-4.99,-2.71,-0.92,4.79,-5.88,-27.17,-0.54,-24.07,1.82,7.81,4.72,0.0
ADANIPORTS.NS,1,16,-73.5,39.11,-12.3,0.83,-78.45,-2.25,7.46,0.78,-68.81,16.57,6.9,-3.37,-9.9,22.94,-19.67,-0.18,10.35,-0.7,-4.96,3.73,-30.52,0.0,0.61,0.78,-5.29,0.0,1.34,0.0,0.74,-2.25,5.4,0.0,-67.31,16.57,0.0,0.0,0.0,0.0,8.3,-3.37,-9.9,0.0,-1.3,0.0,0.0,-9.67,-1.52,-8.56,-1.45,11.25,0.0,0.0,-4.4,22.34,-18.43,9.17,17.13,-0.63,7.16,0.0,0.0,0.0,-14.39,3.73,-19.12,-0.06,3.61,0.0,-14.09
ADANIPORTS.NS,1,17,-77.46,43.52,-19.85,7.87,-81.83,6.23,-4.98,18.04,-54.87,13.49,2.62,-7.36,-44.13,9.86,5.85,2.34,3.64,8.36,-22.35,-3.61,-30.47,0.0,2.51,-3.03,2.27,3.93,10.76,23.38,-6.21,2.22,-16.31,-1.35,-52.95,11.15,-10.72,-4.62,-2.26,2.48,14.12,-4.49,-38.96,-0.36,0.73,1.69,-6.35,-18.05,12.17,-0.74,-0.5,12.15,13.38,-10.35,-7.72,19.53,-16.77,15.02,12.88,-6.54,-3.12,-3.97,16.44,13.27,-29.47,-7.03,-36.34,2.35,13.63,7.97,-6.2
ADANIPORTS.NS,1,18,-53.27,83.45,-6.47,22.88,-77.83,0.09,-0.96,-2.25,-61.63,19.71,-1.2,26.28,-30.02,47.33,3.83,-3.92,44.86,3.93,-7.95,3.61,-43.02,0.0,7.4,8.39,7.37,0.0,-0.1,-1.23,-5.03,0.09,-7.69,-8.69,-62.37,14.92,0.0,0.0,0.0,3.93,-1.2,26.28,-30.02,0.23,0.0,0.0,0.0,-14.17,17.09,-0.36,11.5,32.11,5.43,-4.57,-0.99,29.93,-15.89,1.05,31.22,3.93,-5.64,0.0,0.0,0.0,-6.79,3.61,-30.31,0.0,4.67,0.0,-18.23
ADANIPORTS.NS,1,19,-42.5,55.72,-11.41,105.39,-79.71,6.06,-11.79,20.26,-53.64,14.79,14.66,50.4,-41.08,21.75,5.41,-0.42,27.13,5.05,-16.9,14.04,-41.55,0.0,-13.72,4.82,1.74,7.96,10.02,28.19,-4.31,-1.76,-7.08,-10.5,-52.38,22.68,-9.52,-9.85,-3.76,5.66,21.9,49.03,-36.18,-11.44,3.97,11.95,-4.07,-19.68,6.54,-2.78,4.29,29.78,10.44,-0.45,1.09,16.8,-10.41,2.89,20.59,-4.2,6.82,8.99,3.21,3.61,-27.17,-2.81,-33.91,5.84,6.82,7.66,-14.31
ADANIPORTS.NS,1,20,-63.09,32.67,7.37,7.75,-75.95,-18.1,11.91,1.6,-68.3,14.69,6.7,2.32,-24.14,29.35,-20.32,1.69,39.27,9.2,12.85,1.92,-28.2,0.0,8.83,1.6,13.45,0.0,-6.72,0.0,-5.42,-18.1,10.23,0.0,-70.46,14.69,0.0,0.0,0.0,0.0,8.11,2.32,-24.14,0.0,-1.3,0.0,0.0,-9.67,17.22,-8.31,8.67,11.82,0.0,0.0,0.96,28.06,-32.02,10.91,26.94,6.95,10.29,0.0,0.0,0.0,-12.76,1.92,-28.2,2.1,17.28,0.0,0.0
ADANIPORTS.NS,2,21,24.93,5.45,3.66,-12.03,29.9,25.38,-0.31,-9.63,3.67,-0.78,-14.26,-7.42,19.52,8.07,-0.55,9.85,10.42,-21.56,21.94,-4.28,-5.06,13.25,-4.85,-17.68,0.14,10.76,13.98,23.6,-2.91,-0.05,-8.08,-11.18,6.63,-3.91,-7.91,-2.23,4.02,1.51,-6.35,0.78,15.48,1.71,-0.57,-6.04,-0.51,-8.69,-1.62,-6.88,-0.6,17.85,8.28,5.62,-6.95,0.43,-6.64,11.69,19.39,-13.21,14.0,0.01,5.22,-2.71,-6.51,-3.43,-6.86,-7.11,14.41,-0.89,-3.12
ADANIPORTS.NS,2,22,-11.75,-13.88,3.45,-11.61,12.08,4.16,-7.17,-6.17,-11.8,-8.47,-2.05,-5.53,-0.06,-2.58,-5.8,-0.49,8.81,-7.28,20.79,0.21,16.86,0.0,-5.01,-3.38,2.27,3.19,0.0,1.48,3.1,0.93,-2.27,-4.3,-16.36,-3.42,0.0,0.63,0.36,-7.14,-4.51,-6.87,1.38,2.06,2.58,0.81,-1.77,-0.56,-0.64,1.5,5.54,5.12,0.41,0.0,-3.47,-6.79,-5.59,-1.96,6.8,-5.19,4.28,0.0,3.06,-2.21,0.0,-1.37,3.08,0.0,15.84,1.6,10.01
ADANIPORTS.NS,2,23,-11.21,16.54,-14.92,-1.77,-8.84,2.43,-0.92,0.23,-24.33,12.01,-11.45,-9.9,6.56,4.07,-7.77,-1.37,13.21,-2.4,5.14,10.28,-0.13,4.75,-0.63,1.84,-1.89,-0.6,1.57,-1.62,2.29,-1.62,-1.84,0.03,-24.6,11.54,-3.6,0.46,4.27,-4.83,-8.14,-13.85,-0.57,5.52,0.0,4.11,2.78,-3.56,-2.81,0.97,6.37,3.41,0.68,-2.22,-7.82,4.36,-5.74,-0.1,15.46,-5.58,0.0,8.71,-1.04,-0.79,0.0,1.45,0.91,4.2,5.14,0.0,0.0
ADANIPORTS.NS,2,24,-77.21,77.76,-41.49,269.51,-94.07,-12.96,8.2,121.74,-84.79,49.59,-10.15,23.43,-49.05,33.83,-23.44,36.19,2.23,2.01,-21.39,-0.87,-25.13,0.67,10.96,56.66,-2.74,7.61,12.46,37.46,-7.49,-19.65,-13.29,2.97,-83.1,33.76,-12.17,0.26,-20.51,12.89,0.46,-0.22,-38.99,-0.94,1.84,23.38,5.05,-24.72,11.64,-8.65,-11.17,25.33,24.01,6.41,-13.84,41.84,-44.7,40.1,33.56,-5.93,4.08,7.99,28.95,8.0,-35.57,-16.25,-37.19,0.41,17.22,9.6,-7.55
ADANIPORTS.NS,2,25,-74.29,33.63,-20.83,21.23,-79.96,0.2,-5.19,30.57,-45.4,7.63,1.49,1.46,-46.7,9.86,12.48,-1.92,5.57,12.8,-26.85,-6.7,-34.75,0.0,6.78,6.62,2.27,3.93,7.88,32.4,-9.04,-3.59,-17.7,-7.5,-41.31,11.15,-13.18,4.76,-2.26,2.48,19.37,-8.78,-42.46,-5.51,-2.06,6.16,-5.23,-18.05,19.21,-3.17,1.35,12.15,13.38,-10.84,-7.72,19.53,-16.77,13.61,12.88,-2.71,0.19,-5.91,16.44,13.27,-31.51,-7.55,-36.34,2.35,6.6,7.27,-11.97
ADANIPORTS.NS,2,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADANIPORTS.NS,2,27,19.41,6.35,-13.25,34.69,-3.91,-1.51,-8.52,24.01,-20.29,4.09,-5.13,3.49,5.36,4.1,-6.49,-2.91,12.37,-0.35,6.88,8.1,1.82,0.0,-6.0,0.9,-4.77,0.0,0.0,25.83,-3.59,-1.51,-2.67,-2.33,-13.18,0.0,0.0,2.92,4.15,3.28,-5.13,-2.26,0.0,0.79,0.0,2.88,1.16,-3.56,0.0,-9.86,6.37,8.93,3.14,6.11,-3.02,-0.9,-9.33,1.51,8.94,0.8,0.0,5.3,6.63,-2.28,0.0,0.11,-4.5,1.17,6.88,2.54,0.0
ADANIPORTS.NS,2,28,-81.52,72.02,-3.28,265.82,-96.96,0.91,25.76,103.27,-84.92,66.67,6.76,40.06,-69.91,39.7,-7.51,23.1,5.8,-26.79,-22.11,4.39,-36.75,14.77,4.87,48.9,-7.4,10.88,5.85,51.5,-26.29,-20.7,13.29,-9.89,-77.91,55.49,-18.64,11.63,-36.49,16.12,11.36,-5.56,-56.01,-7.69,17.83,32.86,7.7,-28.23,20.31,-12.55,4.1,28.71,20.58,3.63,-14.74,51.23,-36.25,35.83,19.21,-8.85,7.73,12.17,25.44,-9.18,-38.46,-16.07,-42.25,-11.56,17.49,10.87,-12.68
ADANIPORTS.NS,2,29,-57.17,15.17,-39.7,90.22,-67.58,7.91,-11.16,37.79,-44.79,6.32,-10.57,21.62,-36.48,7.29,7.09,14.16,10.56,-6.43,-29.13,-0.57,-16.4,1.48,-0.69,7.21,1.74,17.86,8.98,39.07,-9.97,-9.78,-17.91,-7.59,-39.72,17.86,-14.8,10.98,2.82,-4.5,6.29,0.18,-35.11,-5.54,-1.25,9.4,-4.8,-18.15,18.17,-7.69,6.35,11.24,10.49,-0.58,-15.9,17.84,-17.98,24.39,23.61,-5.44,-8.69,-3.22,15.48,-1.62,-31.26,-8.05,-27.6,0.58,12.91,11.73,0.0
ADANIPORTS.NS,2,30,-11.94,88.08,5.01,22.41,-63.58,4.28,14.42,-11.83,-51.81,11.75,4.86,43.06,-42.88,50.0,3.07,-7.64,78.55,7.59,-15.08,5.07,-25.9,0.0,11.07,-1.66,18.42,0.0,-0.1,-1.23,-9.01,4.28,3.12,-9.22,-55.27,9.35,0.0,0.0,0.0,3.93,4.86,43.06,-42.88,-1.67,0.0,0.0,0.0,-14.17,16.23,-1.58,29.24,32.11,5.43,-6.88,3.85,32.28,-15.89,0.78,33.03,7.59,-5.64,0.0,0.0,0.0,-9.34,5.07,-25.9,0.0,-0.73,0.0,0.0
ADANIPORTS.NS,2,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADANIPORTS.NS,2,32,61.78,24.53,94.94,97.72,-66.29,27.94,11.29,32.99,-51.59,8.4,-19.22,-1.65,-32.02,18.53,55.59,44.34,8.58,-24.25,39.37,4.73,-5.67,10.95,6.32,8.93,-8.68,10.46,9.29,31.84,-1.08,4.39,-4.23,-7.4,-46.42,14.1,-4.53,0.52,-15.87,-9.71,-14.87,-4.96,-24.62,5.24,-0.61,2.96,7.2,-11.27,19.58,-3.45,-4.32,22.93,18.01,17.36,-16.3,8.68,10.25,27.39,35.59,-15.09,20.35,5.2,7.66,-8.51,-16.83,-4.23,-12.51,-2.49,39.24,3.95,0.14
ADANIPORTS.NS,2,33,-33.99,11.07,-12.93,54.98,-55.96,14.18,9.72,51.64,-47.39,5.15,-16.19,-17.09,-13.17,5.92,1.42,22.94,8.62,-12.67,-6.64,0.26,-11.24,9.32,3.39,11.49,-6.29,7.76,14.33,35.65,-10.93,-3.07,-7.18,0.27,-36.97,8.02,-12.03,-4.61,-0.35,-6.72,-3.23,-10.29,-9.83,4.36,-1.54,-3.1,-3.37,-15.57,13.73,6.65,-3.63,17.06,1.32,-1.94,-15.96,7.17,-11.98,17.55,34.11,-12.57,5.25,-3.83,13.34,2.03,-26.53,-3.36,-19.7,-2.1,20.74,7.88,-2.48
ADANIPORTS.NS,2,34,-49.75,41.37,-5.37,23.57,-69.6,2.78,2.17,1.69,-53.38,16.33,2.54,13.7,-16.44,14.7,-11.78,1.78,23.78,3.09,2.39,5.01,-36.96,0.0,4.99,1.69,-4.51,0.0,4.71,0.0,-4.98,2.78,-7.07,0.0,-48.62,13.77,-2.88,-1.18,0.0,2.25,5.58,12.04,-15.07,0.0,0.0,2.7,-1.61,-12.28,5.42,-5.2,7.67,13.29,0.0,4.33,-14.13,15.42,-16.32,2.9,33.89,-0.08,0.0,0.0,0.0,0.74,-1.21,5.01,-23.41,2.42,3.64,0.0,-17.69
ADANIPORTS.NS,2,35,-53.07,28.32,-17.48,9.09,-59.38,1.48,-0.13,1.11,-49.75,6.93,-2.21,0.2,-3.68,18.7,-9.74,1.33,16.06,-0.37,-6.38,6.27,-27.68,0.0,-3.42,1.65,-0.18,0.0,4.39,3.96,-0.51,1.48,-0.95,-4.32,-49.4,4.18,-1.06,0.0,7.6,0.0,0.84,0.2,-10.49,2.64,-1.99,0.0,0.0,-6.54,1.99,-2.39,4.95,12.98,0.0,0.0,-5.92,12.42,-11.51,3.81,17.55,-0.37,-5.47,0.0,0.0,0.0,-5.31,6.27,-19.01,0.0,4.59,0.0,-10.7
ADANIPORTS.NS,2,36,27.59,48.88,42.59,208.41,-80.51,19.28,21.11,42.35,-70.82,38.89,-4.08,26.65,-17.16,30.2,16.14,48.44,12.12,-30.98,5.69,15.24,-28.1,8.06,-6.85,3.41,-6.59,13.52,27.24,70.71,-1.9,-2.76,2.19,-19.36,-68.16,29.52,-14.8,9.62,0.31,8.39,5.04,-4.76,-22.18,-1.06,7.17,21.31,6.12,-18.03,13.66,-9.19,-0.43,22.99,17.79,22.28,-14.64,29.14,-13.25,33.69,31.93,-14.83,1.29,9.8,23.8,-12.06,-21.87,-7.59,-31.72,-7.86,33.55,13.57,-14.96
ADANIPORTS.NS,2,37,-28.29,17.95,-7.47,60.2,-58.98,18.52,-3.74,34.18,-47.97,20.98,-7.09,-1.79,-1.94,-2.31,11.36,25.57,-0.18,-15.79,-7.09,-3.19,-19.46,11.14,-3.92,-7.19,-8.29,14.46,15.06,70.8,-10.15,-6.83,-12.93,-15.35,-36.86,16.71,-12.04,2.51,4.61,3.57,4.31,-6.51,-10.25,0.08,1.26,2.48,4.44,-15.47,21.59,-14.16,-5.43,10.63,5.21,6.74,-16.23,4.46,-12.94,37.05,26.0,-10.28,9.03,-3.77,16.19,-2.68,-26.39,-10.77,-20.26,-3.56,15.77,12.75,-13.08
ADANIPORTS.NS,2,38,-14.84,72.88,14.59,6.79,-59.74,14.66,12.94,18.91,-46.04,25.46,18.36,-4.39,-27.41,23.84,-12.91,-8.2,11.51,-2.96,-1.58,2.32,-7.84,0.0,16.2,16.31,4.06,3.97,2.42,6.9,-12.53,10.29,-5.1,-4.36,-40.71,14.03,7.6,2.53,-3.53,9.76,3.09,-8.9,-24.68,0.24,6.7,2.36,-0.1,-8.33,9.31,-8.37,11.2,7.47,-1.37,5.32,-9.59,25.7,-19.21,-4.88,10.91,0.06,0.0,0.0,8.12,-6.16,-7.7,2.88,-14.76,3.35,6.63,-0.54,0.0
ADANIPORTS.NS,2,39,-20.39,22.06,-10.95,19.6,-38.76,-0.27,-3.23,0.71,-35.51,0.29,-0.07,4.88,2.84,11.66,-8.02,3.35,10.68,9.3,0.1,9.56,-16.57,0.0,-0.83,0.71,-2.59,0.0,-2.42,0.0,-12.02,-0.27,0.0,0.0,-24.76,9.05,-0.74,0.0,4.15,-8.56,0.68,-2.71,-5.96,0.58,0.0,7.8,4.99,-4.45,3.03,-7.71,4.02,6.83,0.0,8.9,-10.48,9.39,-10.72,2.83,18.85,4.01,0.0,4.19,0.0,1.14,-1.42,5.16,-16.57,3.9,1.54,0.0,0.0
ADANIPORTS.NS,2,40,-83.76,42.64,-14.79,178.51,-95.2,-24.56,7.37,50.41,-85.83,37.42,17.22,76.48,-66.66,29.25,-28.95,9.38,61.15,6.45,-4.71,-4.08,-36.97,0.0,30.28,28.67,17.53,5.91,-13.8,34.55,-37.25,-28.77,-4.4,-13.12,-80.78,24.66,-7.14,8.49,-16.54,33.96,2.64,24.06,-60.64,-17.72,22.99,31.13,1.49,-29.7,9.5,-15.07,10.79,24.07,13.74,6.07,-3.3,48.18,-42.96,21.43,50.43,1.54,4.84,9.24,20.99,6.21,-35.15,-20.94,-47.91,-1.3,40.18,11.06,0.0
ASIANPAINT.NS,1,41,-47.83,-10.76,-17.3,7.7,-34.37,-2.14,3.93,-1.22,-17.4,0.53,-8.75,8.53,-13.0,-5.24,-22.85,3.12,14.7,-4.27,13.03,-2.57,-20.37,-6.28,-6.18,1.74,-2.46,5.27,3.92,0.51,-1.39,-0.81,6.6,-3.4,-14.13,-1.02,-5.24,18.68,-10.05,-6.83,-1.02,-6.19,-10.19,9.02,-2.71,-2.52,7.7,7.61,-18.56,-0.85,9.79,-3.69,1.71,-3.39,4.54,-8.57,-6.85,7.65,-0.06,0.16,11.66,4.93,-1.42,-7.41,-4.31,-3.74,-2.29,3.23,5.78,-3.54,-17.33
ASIANPAINT.NS,1,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
